"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ISO","Nazionalità","TIPOVIOLENZA","Caratteristiche della violenza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",24,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",11,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",6,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",1,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",51,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2022","2022",1,,
"ITC3","Liguria","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",43,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",77,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",20,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",75,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",1,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",475,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",10,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",3,,
"ITC3","Liguria","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",288,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",83,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",20,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",76,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",1,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",526,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",10,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",4,,
"ITC3","Liguria","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",331,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",41,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",13,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",15,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",387,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",6,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2022","2022",5,,
"ITC4","Lombardia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",306,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",651,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",129,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",519,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",15,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",3010,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",80,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",6,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",21,,
"ITC4","Lombardia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",1589,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",692,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",142,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",534,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",15,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",3397,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",86,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",6,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",26,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","TRAFF","tratta","2022","2022",1,,
"ITC4","Lombardia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",1895,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",38,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",5,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",25,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","ECON_VIOL","violenza economica","2022","2022",1,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",355,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",3,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2022","2022",2,,
"ITD","Nord-est","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",281,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",647,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",140,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",539,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",20,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",3243,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",69,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",10,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",25,,
"ITD","Nord-est","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",1793,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",685,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",145,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",564,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",21,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",3598,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",72,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",10,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",27,,
"ITD","Nord-est","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",2074,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",2,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",3,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",27,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",22,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",44,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",11,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",34,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",192,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",2,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",99,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",46,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",11,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",37,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",219,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",2,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITDA","Trentino Alto Adige / Südtirol","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",121,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",18,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",4,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",12,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",172,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",1,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2022","2022",1,,
"ITD3","Veneto","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",136,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",323,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",67,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",231,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",14,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",1504,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",35,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",5,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",11,,
"ITD3","Veneto","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",818,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",341,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",71,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",243,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",14,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",1676,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",36,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",5,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",12,,
"ITD3","Veneto","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",954,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",4,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",2,,
"ITD4","Friuli-Venezia Giulia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",28,,
